PV,0.070309589
Inter,0.400417936
PHP,0.037674972
PHS,0.002738837
BP,0.002738837
BS,0.037674972
KDPE,0.315216027
TEPA,0.15010287
SEME,0.029337109
MEJO,0.195133731
PESE,0.195133731
SBSW,0.023636757
TKTTE,0.019361492
PASE,0.025061845
KDPE,0.030762198
JOSW,0.135092583
THKD,0.03646255
INSE,0.315216027
PHSB,0.135092583
ACPV,0.000647767
Hydro,0.05
Bio,0.05
GasCap,0.072168375
GasFuel,0.113
PHES-VOM,0.0003
B-VOM,0.0003
LegPH,0
LegINTC,0
