Node,Code,Fraction,Fossil1,Fossil2,Fossil3
FNQ,FNQ,1,0.2,0
NSW,NSW,1,1.0,0
NT,NT,1,0.1,0
QLD,QLD,1,1.0,0
SA,SA,1,0.5,0
TAS,TAS,1,0.2,0
VIC,VIC,1,1.0,0
WA,WA,1,0.5,0
